signal_date,next_date,code,name,target3_lane,entry_ask,entry_bid,spread_pct,max_bid,last_bid,max_executable_return_pct,last_executable_return_pct,hit_3_exec,theme_name,theme_breadth,leader_rank,points_directness,points_freshness,pattern_score,risk_rate,target3_size_band
2026-08-28,2026-08-31,096770,SK이노베이션,DIRECT_EVENT,116900.0,116800.0,0.0855,119100.0,118800.0,1.882,1.6253,False,정유,1.0,3.0,14.0,10.0,80.0,0.0479280821917808,HALF
2026-08-31,2026-09-01,096770,SK이노베이션,DIRECT_EVENT,125800.0,125700.0,0.0795,133500.0,132900.0,6.1208,5.6439,True,2차전지(생산),1.0,1.0,14.0,10.0,80.0,0.0417726550079491,HALF
