signal_date,next_date,code,name,v5_lane,v5_size_band,metric_change_rate,digest_ratio,points_directness,points_freshness,spread_pct,risk_rate,entry_ask,entry_bid,max_bid,last_bid,max_executable_return_pct,last_executable_return_pct,policy_return_3pct,hit_3pct,evidence_title,evidence_at,theme_name
2026-08-25,2026-08-26,034020,두산에너빌리티,MOMENTUM_DIGESTION,HALF,10.000000000000009,0.8326145079096401,15.0,3.0,0.1244,0.056787048567870486,80400.0,80300.0,82600.0,82200.0,2.7363,2.2388,2.2388,False,두산에너빌리티(주) 단일판매ㆍ공급계약체결,2026-08-21T15:50:08+09:00,원자력발전소 해체
2026-08-27,2026-08-28,267260,HD현대일렉트릭,MOMENTUM_DIGESTION,QUARTER,12.141882673942694,0.32517951239281,13.0,3.0,0.1217,0.09860097323600973,822000.0,821000.0,848000.0,838000.0,3.163,1.9465,3.0,True,"HD현대일렉트릭, EU 규제 틈타 친환경 GIS 공략…유럽 수주 노린다",2026-08-21T10:52:00+09:00,전력저장장치(ESS)
2026-08-28,2026-08-31,096770,SK이노베이션,DIRECT_EVENT,HALF,4.285714285714293,0.3038618706237309,14.0,10.0,0.0855,0.047928082191780824,116900.0,116800.0,119100.0,118800.0,1.882,1.6253,1.6253,False,"SKIET, 합병 비율 부담에 이틀째 급락",2026-08-28T14:58:00+09:00,정유
2026-08-31,2026-09-01,096770,SK이노베이션,DIRECT_EVENT,HALF,7.613344739093253,0.45801495020883704,14.0,10.0,0.0795,0.041772655007949126,125800.0,125700.0,133500.0,132900.0,6.1208,5.6439,3.0,True,"SK이노베이션, SK온 美 ESS 수주 호재에 8% 강세",2026-08-31T14:08:00+09:00,2차전지(생산)
