policy,m,d,n,c,nm,mk,hr,cs,px,tv,mc,chg,dig,risk,cl,wick,body,pat,th,br,rank,fol,fturn,dir,fresh,estr,evt,evidence_at,audit,neg,ask,bid,spr,mode,open,high,low,exit,known,next_open_price,next_high_price,next_low_price,next_close_price,historical_alerts_verified,theme_membership_asof,candidate_kind,valid,safe,vol20,mom20,score_gap_ridge,score_utility_ridge,score_win_loss_ridge,score_stop_ridge,weight,route,net_return_pct
balanced,2024-09,2024-09-11,2024-09-12,006400,삼성SDI,KOSPI,False,True,358326.0,257223244122.0,28875909951459.85,9.90988227643872,0.9687099948626412,0.0428966918392748,0.9571586995855952,0.0428413004144049,0.942887993929843,80.0,2차전지(생산),1.0,1.0,1.0,186978318825.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,0.5464297874002932,1.3660744685007442,-1.912783331379808,-0.5464297874003043,True,360284.0,363221.0,351472.0,356368.0,False,False,RETROSPECTIVE_PROXY,True,True,3.069352863957825,4.225370123497041,0.3094575563362975,-0.18660659013591588,0.5259416126872829,-0.3090390208275669,1.0,primary,0.45
balanced,2024-09,2024-09-19,2024-09-20,141080,리가켐바이오,KOSDAQ,False,True,96900.0,95612489700.0,3587195869565.2173,8.632286995515702,0.321263321185678,0.0885655314757482,0.9215686274509804,0.0784313725490196,0.7647058823529411,80.0,면역항암제,0.8125,5.0,1.0,55842775842.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-0.8255933952528327,8.359133126934992,-1.4447884416924683,8.255933952528371,True,96100.0,105000.0,95500.0,104900.0,False,False,RETROSPECTIVE_PROXY,True,True,3.1136425768530485,-2.300109529025196,0.35609099877059586,0.10808778463481952,0.550488242734454,-0.3187567509831199,1.0,primary,0.45
balanced,2024-09,2024-09-20,2024-09-23,003570,SNT다이내믹스,KOSPI,False,True,25750.0,39345304750.0,856233156028.3688,19.212962962962955,1.049571533813106,0.1690485436893204,0.9404761904761904,0.0595238095238095,0.8214285714285714,80.0,공작기계,1.0,1.0,1.0,10967717762.25,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-0.7766990291262155,-0.1941747572815511,-8.155339805825246,-7.961165048543695,True,25550.0,25700.0,23650.0,23700.0,False,False,RETROSPECTIVE_PROXY,True,True,2.130303380987782,-7.494646680942186,1.0669141873810342,0.91185628534636,0.5928601050881441,0.3603939238549589,1.0,backup,-8.261165048543695
balanced,2024-09,2024-09-24,2024-09-25,051910,LG화학,KOSPI,False,True,346000.0,214302366000.0,24424900709219.86,8.463949843260199,1.0144169470193274,0.0735549132947976,0.9615384615384616,0.0384615384615384,0.9615384615384616,80.0,탄소나노튜브(CNT),1.0,1.0,1.0,31281487660.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,1.011560693641611,3.90173410404624,-0.289017341040465,0.7225433526011571,True,349500.0,359500.0,345000.0,348500.0,False,False,RETROSPECTIVE_PROXY,True,True,2.429266611352197,7.0469798657718075,0.3315079615907831,-0.1939122182642312,0.5103731788653993,-0.3005160405494739,1.0,primary,0.711560693641611
balanced,2024-09,2024-09-26,2024-09-27,000660,SK하이닉스,KOSPI,False,True,180900.0,1722101609700.0,132146066065573.78,9.437386569872965,0.7117657806450757,0.089690436705362,1.0,0.0,0.5319148936170213,65.0,CXL(컴퓨트익스프레스링크),1.0,5.0,2.0,117037871850.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,3.6484245439469376,4.643449419568824,1.603095632946383,1.603095632946383,True,187500.0,189300.0,183800.0,183800.0,False,False,RETROSPECTIVE_PROXY,True,True,3.7419896328028655,-10.889487870619952,0.5234424215212207,-0.033014208096736886,0.5143379818461455,-0.07258009170974541,1.0,primary,3.348424543946938
balanced,2024-10,2024-10-02,2024-10-04,388790,라이콤,KOSDAQ,False,True,4750.0,243772603000.0,145369913686.8064,22.580645161290324,2.0337546603041745,0.1886315789473684,0.8080808080808081,0.1919191919191919,0.7373737373737373,90.0,자율주행차,0.2884615384615384,1.0,2.0,41527251431.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-1.0526315789473717,1.0526315789473717,-2.526315789473688,0.2105263157894832,True,4700.0,4800.0,4630.0,4760.0,False,False,RETROSPECTIVE_PROXY,True,True,4.991559808041254,8.089260808926092,0.9209821068372706,0.9123179676535363,0.6073302358809902,0.11295654756241014,1.0,backup,0.45
balanced,2024-10,2024-10-04,2024-10-07,039200,오스코텍,KOSDAQ,False,True,38050.0,54799762200.0,1455672404371.5847,12.07658321060383,0.2658440336697349,0.0571879106438896,0.8617021276595744,0.1382978723404255,0.8617021276595744,100.0,면역항암제,0.78125,2.0,2.0,141457153050.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,3.285151116951379,3.285151116951379,-0.7884362680683266,0.3942181340341744,True,39300.0,39300.0,37750.0,38200.0,False,False,RETROSPECTIVE_PROXY,True,True,3.503755647099989,-17.09401709401709,0.11187599757672782,-0.02966195573806537,0.5973847478869364,-0.6472685219360108,1.0,primary,2.9851511169513794
balanced,2024-10,2024-10-10,2024-10-11,009420,한올바이오파마,KOSPI,False,True,42700.0,181043089500.0,2230704204753.199,10.051546391752586,1.68410549648569,0.0956908665105386,0.8875,0.1125,0.8125,100.0,바이오시밀러(복제 바이오의약품),0.6111111111111112,1.0,2.0,117894781300.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-0.936768149882905,3.0444964871194413,-1.5222482435597209,1.5222482435597096,True,42300.0,44000.0,42050.0,43350.0,False,False,RETROSPECTIVE_PROXY,True,True,3.3517326764465527,2.7814569536423805,-0.10162912603497308,-0.3570784853738186,0.5220202062137297,-0.8957898215488515,1.0,primary,0.45
balanced,2024-10,2024-10-11,2024-10-14,291650,츌립앤사이언스,KOSDAQ,False,True,5070.0,46087724670.0,154703927492.44714,23.47783731125184,1.6545276281458825,0.1575936883629191,0.7881219903691814,0.2118780096308186,0.7528089887640449,75.0,면역항암제,0.59375,1.0,2.0,436060404901.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-9.940828402366863,-2.0118343195266286,-12.465483234714004,-2.8402366863905293,True,4566.0,4968.0,4438.0,4926.0,False,False,RETROSPECTIVE_PROXY,True,True,10.316120536601685,10.853131749460033,1.574846717828922,1.9029053544387289,0.7972581130935754,0.7277740830645726,1.0,backup,-3.140236686390529
balanced,2024-10,2024-10-14,2024-10-15,007660,이수페타시스,KOSPI,False,True,38268.0,123272325720.0,2809236313231.323,8.401790266840404,0.7250976592197897,0.0618793770251907,0.816935207404868,0.1830647925951319,0.816935207404868,75.0,반도체 기판(FC-BGA/PCB/MLB 등),0.8571428571428571,1.0,0.0,3225840007.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,3.4310651196822306,12.198181248040129,2.7960698233510994,8.641684958712247,True,39581.0,42936.0,39338.0,41575.0,False,False,RETROSPECTIVE_PROXY,True,True,3.7283690187780008,5.986549777831152,0.18686247462327663,-0.12235739257207115,0.5291557290391596,-0.46038475910590804,1.0,primary,3.131065119682231
balanced,2024-10,2024-10-18,2024-10-21,214610,롤링스톤,KOSDAQ,False,True,19829.0,47609210881.0,166251877729.25763,20.57035145324091,0.3006709188024672,0.15618538504211,0.6868731892132828,0.3131268107867171,0.6868731892132828,85.0,,,,,,0.0,0.0,,,,False,False,,,,DAILY_PROXY,2.3601795350244537,6.298855212063148,-2.4711281456452627,6.036613041504868,True,20297.0,21078.0,19339.0,21026.0,False,False,RETROSPECTIVE_PROXY,True,True,5.332418046957925,-6.0067440132594125,0.9973099962687347,1.0746203870194548,0.6752838591158128,0.27799425394396016,1.0,backup,2.060179535024454
balanced,2024-10,2024-10-24,2024-10-25,007390,네이처셀,KOSDAQ,False,True,13980.0,151631176140.0,900790647181.6284,23.607427055702917,1.6703419777308757,0.2672389127324749,0.8990228013029316,0.1009771986970684,0.8403908794788274,90.0,줄기세포,0.3125,1.0,0.0,7763589675.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,1.645207439198848,11.802575107296144,0.9298998569384764,7.582260371959948,True,14210.0,15630.0,14110.0,15040.0,False,False,RETROSPECTIVE_PROXY,True,True,5.7880003556342805,12.761714855433691,1.0996515803092695,1.0741324527621607,0.6568871937526727,0.35596642564034237,1.0,backup,1.345207439198848
balanced,2024-10,2024-10-25,2024-10-28,445090,에이직랜드,KOSDAQ,False,True,37150.0,240233484150.0,405976674937.9653,20.421393841166942,3.4643195254228827,0.1496635262449528,0.7100591715976331,0.2899408284023668,0.7100591715976331,70.0,시스템반도체,0.3461538461538461,1.0,2.0,114971043365.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,2.0188425302826385,15.88156123822342,1.211305518169592,6.729475100942128,True,37900.0,43050.0,37600.0,39650.0,False,False,RETROSPECTIVE_PROXY,True,True,7.761532527096807,13.837638376383765,0.906797402929959,0.9663845483890136,0.671749623178532,0.06456756151723231,1.0,backup,1.7188425302826384
balanced,2024-10,2024-10-28,2024-10-29,006400,삼성SDI,KOSPI,False,True,341193.0,156338385723.0,27495237141788.32,8.230028422067704,0.5887747716871592,0.0099240019578361,1.0,0.0,1.0,75.0,2차전지(나트륨이온),1.0,3.0,2.0,284751438189.75,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-1.2913512293628582,0.717189391341555,-3.4435055818847427,-1.2913512293628582,True,336787.0,343640.0,329444.0,336787.0,False,False,RETROSPECTIVE_PROXY,True,True,1.7835581481347655,-16.90332784184514,0.784546042912873,0.23338844390733637,0.5820925862001737,0.19277822173603984,1.0,primary,-1.5913512293628582
balanced,2024-11,2024-11-01,2024-11-04,307870,비투엔,KOSDAQ,False,True,1233.0,24333850539.0,91602160953.8003,25.68807339449541,0.9174649559536756,0.2570965125709651,0.8212765957446808,0.1787234042553191,0.5659574468085107,65.0,클라우드 컴퓨팅,0.2580645161290322,1.0,0.0,13286242015.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,0.5677210056772131,14.841849148418484,-3.649635036496346,3.0008110300081103,True,1240.0,1416.0,1188.0,1270.0,False,False,RETROSPECTIVE_PROXY,True,True,8.755579435190672,-32.99180327868852,1.7741317123479472,2.268824488320417,0.8258628050584003,0.9676812253983623,1.0,backup,0.45
balanced,2024-11,2024-11-04,2024-11-05,257720,실리콘투,KOSDAQ,False,True,40650.0,70927136250.0,2665708437500.0,10.612244897959178,0.2122813593107111,0.0252890528905289,0.987012987012987,0.0129870129870129,0.987012987012987,100.0,화장품,0.863013698630137,5.0,1.0,37784486377.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-1.1070110701106972,1.4760147601476037,-3.5670356703567,-3.444034440344401,True,40200.0,41250.0,39200.0,39250.0,False,False,RETROSPECTIVE_PROXY,True,True,3.5748496031888886,-13.325471698113212,0.4034432657886464,0.01444847834578776,0.5352072189715036,-0.29471351428027676,1.0,primary,0.45
balanced,2024-11,2024-11-07,2024-11-08,010140,삼성중공업,KOSPI,False,True,10830.0,264339603870.0,9530400000000.0,9.1733870967742,1.4090475905672826,0.069713758079409,0.8514851485148515,0.1485148514851485,0.8514851485148515,100.0,조선,1.0,3.0,2.0,489133087312.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,1.7543859649122862,3.5087719298245723,-1.3850415512465353,1.6620498614958512,True,11020.0,11210.0,10680.0,11010.0,False,False,RETROSPECTIVE_PROXY,True,True,1.8725075055123694,0.6085192697768749,0.08107359530400884,-0.46195287318053485,0.483399249318766,-0.6133892312568376,1.0,primary,1.4543859649122861
balanced,2024-11,2024-11-11,2024-11-12,030200,KT,KOSPI,False,True,44400.0,119306618400.0,11189781215469.611,8.029197080291972,0.5720120942397341,0.0236936936936936,0.8405797101449275,0.1594202898550724,0.8405797101449275,100.0,통신,1.0,1.0,0.0,24892090125.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-1.6891891891891886,0.0,-2.4774774774774744,-2.0270270270270285,True,43650.0,44400.0,43300.0,43500.0,False,False,RETROSPECTIVE_PROXY,True,True,2.017629173316633,2.238805970149249,0.2241325596811199,-0.3572882801561873,0.4874633492349802,-0.3524388404747052,1.0,primary,-2.3270270270270283
balanced,2024-11,2024-11-15,2024-11-18,255220,SG,KOSDAQ,False,True,3504.0,245382758304.0,383830388692.5795,23.99150743099787,1.1302578273842574,0.1501141552511415,0.8670157068062827,0.1329842931937172,0.812565445026178,80.0,전후 재건(우크라/중동 전쟁 등),0.7333333333333333,2.0,2.0,287439865563.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-4.794520547945202,1.1986301369863115,-5.051369863013699,-2.397260273972601,True,3336.0,3546.0,3327.0,3420.0,False,False,RETROSPECTIVE_PROXY,True,True,8.670501941520449,7.493343476607084,1.5658298762372276,1.5936098491929775,0.6962466999424131,0.8239618616964691,1.0,backup,0.45
balanced,2024-11,2024-11-18,2024-11-19,204320,HL만도,KOSPI,False,True,42050.0,38850962150.0,1974529278350.516,13.802435723951278,1.5755110904145042,0.089179548156956,0.9298245614035088,0.0701754385964912,0.8947368421052632,80.0,자동차 대표주,1.0,1.0,1.0,123383344600.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,0.0,0.832342449464929,-2.4970273483947647,-2.021403091557672,True,42050.0,42400.0,41000.0,41200.0,False,False,RETROSPECTIVE_PROXY,True,True,3.551362075313534,2.071823204419898,0.4835821018890373,0.21448158352787755,0.5683821385917807,-0.2912108448360479,1.0,primary,0.45
balanced,2024-11,2024-11-19,2024-11-20,096770,SK이노베이션,KOSPI,False,True,112400.0,81056585600.0,19001532899493.85,10.304219823356233,0.6278273270665642,0.0529359430604982,1.0,0.0,1.0,65.0,정유,1.0,1.0,1.0,37865979700.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-2.313167259786475,2.135231316725972,-4.448398576512458,0.7117437722419906,True,109800.0,114800.0,107400.0,113200.0,False,False,RETROSPECTIVE_PROXY,True,True,3.352415325196545,-10.926573426573427,0.620219966698256,0.18964060000567576,0.5844400398268622,-0.04897564800749214,1.0,primary,0.45
balanced,2024-11,2024-11-25,2024-11-26,108860,셀바스AI,KOSDAQ,False,True,13290.0,81150055710.0,357629706202.39386,13.492741246797602,1.2136269700629974,0.0984198645598194,0.896,0.104,0.712,100.0,AI 챗봇(챗GPT 등),0.925925925925926,3.0,1.0,82894303297.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,6.094808126410833,14.221218961625294,1.5801354401805856,8.577878103837477,True,14100.0,15180.0,13500.0,14430.0,False,False,RETROSPECTIVE_PROXY,True,True,3.3199986252907827,14.579256360078286,0.04753740268853754,-0.17348366164875795,0.48582919594783464,-0.7513738870973978,1.0,primary,5.7948081264108335
balanced,2024-11,2024-11-29,2024-12-02,225190,LK삼양,KOSDAQ,False,True,3126.0,238226930106.0,220457247259.4397,26.661264181523503,1.473617471483513,0.1689059500959693,0.9409221902017292,0.0590778097982708,0.9409221902017292,80.0,우주항공산업(누리호/인공위성 등),0.3125,1.0,1.0,25826413310.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,2.751119641714661,3.3269353806781865,-7.485604606525909,-5.918106206014073,True,3212.0,3230.0,2892.0,2941.0,False,False,RETROSPECTIVE_PROXY,True,True,7.72455865227636,19.92225461613217,1.581303982553402,1.6101100588709152,0.6807084996121398,0.8708423286997066,1.0,backup,2.4511196417146612
balanced,2024-12,2024-12-03,2024-12-04,451250,삐아,KOSDAQ,False,True,10200.0,32249054400.0,104312000000.0,18.60465116279071,0.4478877929078146,0.088235294117647,0.8421052631578947,0.1578947368421052,0.8421052631578947,80.0,화장품,0.7397260273972602,3.0,2.0,183468076700.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-2.450980392156865,0.0,-5.784313725490198,0.0,True,9950.0,10200.0,9610.0,10200.0,False,False,RETROSPECTIVE_PROXY,True,True,3.8219575999889663,-19.999999999999996,0.9426269412427158,0.9329955270226505,0.6241813788757679,0.175964898811671,1.0,primary,-0.3
balanced,2024-12,2024-12-06,2024-12-09,010130,고려아연,KOSPI,False,True,1813000.0,454600685000.0,37842740098199.67,-9.350000000000003,0.4821734376822326,0.2694677330391616,0.1147540983606557,0.4217585692995529,0.4634873323397913,60.0,밸류업(24년 기업가치 제고계획 발표),0.3720930232558139,86.0,2.0,145189745300.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,1.765030336458917,6.453392167677885,-18.643132928847216,-15.33370104798676,True,1845000.0,1930000.0,1475000.0,1535000.0,False,False,RETROSPECTIVE_PROXY,True,True,8.485724684162243,60.51364365971108,0.33972641056530456,0.16416644937240205,0.7730785770590411,-0.15182166426593602,1.0,backup,1.465030336458917
balanced,2024-12,2024-12-11,2024-12-12,042700,한미반도체,KOSPI,False,True,80900.0,149689755400.0,7710754869565.218,13.94366197183099,0.4155928048749057,0.0401730531520395,0.934959349593496,0.065040650406504,0.8373983739837398,100.0,전자파,1.0,1.0,0.0,737686234.75,0.0,0.0,,,,False,False,,,,DAILY_PROXY,2.224969097651419,8.776266996291726,2.1013597033374465,3.584672435105074,True,82700.0,88000.0,82600.0,83800.0,False,False,RETROSPECTIVE_PROXY,True,True,2.389713338860452,-16.174734356552534,0.20911936256470184,-0.35374092181212025,0.45172910681553946,-0.4332710283112921,1.0,primary,1.924969097651419
balanced,2024-12,2024-12-13,2024-12-16,017800,현대엘리베이터,KOSPI,False,True,57100.0,51420605600.0,2232160213618.1577,13.29365079365079,1.7028710358957144,0.0938528896672504,0.859375,0.140625,0.828125,100.0,남북경협,0.8333333333333334,1.0,0.0,9635146049.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,1.2259194395796813,5.954465849387036,-1.7513134851138368,-0.7005253940455369,True,57800.0,60500.0,56100.0,56700.0,False,False,RETROSPECTIVE_PROXY,True,True,2.8098313068873657,4.455958549222805,-0.03080468299391614,-0.48630535657052854,0.4677745753351402,-0.8036115660435912,1.0,primary,0.9259194395796813
balanced,2024-12,2024-12-17,2024-12-18,004990,롯데지주,KOSPI,False,True,24300.0,35990414100.0,2421850909090.909,10.95890410958904,1.8047262053809223,0.088477366255144,0.875,0.125,0.8571428571428571,80.0,편의점,0.75,1.0,1.0,12129638386.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-1.0288065843621408,0.8230452674897082,-2.263374485596703,0.0,True,24050.0,24500.0,23750.0,24300.0,False,False,RETROSPECTIVE_PROXY,True,True,2.3469548170543204,6.569343065693434,0.10612951844703829,-0.26169950584782276,0.522263312187734,-0.6563024663036094,1.0,primary,0.45
balanced,2024-12,2024-12-20,2024-12-23,038870,에코심플렉스,KOSDAQ,False,True,4250.0,53040276250.0,59566184649.61067,18.219749652294848,1.88723135752742,0.1355294117647058,0.5692307692307692,0.4307692307692308,0.5230769230769231,55.0,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),0.3333333333333333,1.0,2.0,58179785533.75,0.0,0.0,,,,False,False,,,,DAILY_PROXY,5.05882352941176,7.411764705882362,-2.5882352941176467,2.4705882352941133,True,4465.0,4565.0,4140.0,4355.0,False,False,RETROSPECTIVE_PROXY,True,True,4.920608446335666,8.610271903323262,0.6199807067748232,0.878820884324836,0.6776481507556102,-0.19267587857333882,1.0,backup,4.75882352941176
balanced,2024-12,2024-12-23,2024-12-24,009540,HD한국조선해양,KOSPI,False,True,230000.0,116865300000.0,16277796269727.404,8.23529411764705,0.8291573873948039,0.0828260869565217,0.9032258064516128,0.0967741935483871,0.8709677419354839,100.0,조선,1.0,2.0,2.0,395319704362.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,0.2173913043478359,1.521739130434785,-2.826086956521734,-1.7391304347826098,True,230500.0,233500.0,223500.0,226000.0,False,False,RETROSPECTIVE_PROXY,True,True,3.0917224404371906,5.459057071960305,0.17854195022418848,-0.3193853820200608,0.5187598281420945,-0.48175844921072986,1.0,primary,0.45
balanced,2024-12,2024-12-27,2024-12-30,056360,코위버,KOSDAQ,False,True,7120.0,78655999920.0,69685106382.97873,21.08843537414966,3.0225886969606166,0.2407303370786516,0.6486486486486487,0.3513513513513513,0.5540540540540541,70.0,양자암호/양자컴퓨팅,0.68,3.0,2.0,183664671835.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,1.54494382022472,25.0,-1.1235955056179805,12.64044943820224,True,7230.0,8900.0,7040.0,8020.0,False,False,RETROSPECTIVE_PROXY,True,True,5.227354272227716,28.947368421052634,1.019624828193339,1.089427829492776,0.6367259931518623,0.18191512197916562,1.0,backup,1.24494382022472
balanced,2025-01,2025-01-02,2025-01-03,454910,두산로보틱스,KOSPI,False,True,67000.0,279491237000.0,4342951754385.965,28.10707456978967,1.0187125586509,0.1773134328358209,0.9310344827586208,0.0689655172413793,0.896551724137931,85.0,로봇(산업용/협동로봇 등),0.864406779661017,6.0,2.0,24315162975.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-3.5820895522388096,-1.3432835820895497,-8.805970149253728,-2.238805970149249,True,64600.0,66100.0,61100.0,65500.0,False,False,RETROSPECTIVE_PROXY,True,True,2.9274164844076482,-19.29012345679012,2.100501726784278,1.8349603963129864,0.707132097888649,1.568816846025325,1.0,backup,-2.538805970149249
balanced,2025-01,2025-01-03,2025-01-06,347850,디앤디파마텍,KOSDAQ,False,True,14889.0,77361427542.0,682473024390.2439,21.176853585089937,1.1684714161407743,0.1698569413661092,0.8442164179104478,0.1557835820895522,0.7935323383084577,85.0,비만치료제,0.9705882352941176,1.0,2.0,57321648630.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,0.0,2.021626704278323,-2.686547115320037,0.8462623413258097,True,14889.0,15190.0,14489.0,15015.0,False,False,RETROSPECTIVE_PROXY,True,True,5.646147332767059,29.897452161962157,1.179280205194889,1.0755394203646107,0.6448708992959417,0.46532127924716465,1.0,backup,0.45
balanced,2025-01,2025-01-06,2025-01-07,000660,SK하이닉스,KOSPI,False,True,199800.0,1462612323600.0,145952371475409.84,9.840571742715776,1.1766327830349823,0.0959059059059059,1.0,0.0,1.0,85.0,소캠(SOCAMM),1.0,1.0,1.0,34078209430.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,2.6026026026026106,3.353353353353361,-2.5025025025025016,-2.402402402402404,True,205000.0,206500.0,194800.0,195000.0,False,False,RETROSPECTIVE_PROXY,True,True,2.559572367513318,10.309278350515472,0.11814633129379848,-0.7152196303902718,0.42434443694235097,-0.5300551800093477,1.0,primary,2.3026026026026107
balanced,2025-01,2025-01-10,2025-01-13,199820,제일일렉트릭,KOSDAQ,False,True,11500.0,166656988000.0,255502754820.9366,26.931567328918327,0.9622731348429414,0.1845217391304348,0.9402985074626866,0.0597014925373134,0.8395522388059702,100.0,전력설비,0.6451612903225806,1.0,2.0,445155065330.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,11.217391304347824,20.782608695652183,8.608695652173903,12.26086956521739,True,12790.0,13890.0,12490.0,12910.0,False,False,RETROSPECTIVE_PROXY,True,True,3.561259756965138,15.267175572519086,1.6560876898277996,1.5705399592694298,0.642533502027086,0.9746370219720978,1.0,backup,10.917391304347824
balanced,2025-01,2025-01-13,2025-01-14,457550,우진엔텍,KOSDAQ,False,True,19600.0,80444025200.0,182722093918.3988,17.365269461077837,0.449076365929264,0.0918367346938775,0.8620689655172413,0.1379310344827586,0.8517241379310345,85.0,원자력발전,0.4883720930232558,1.0,1.0,21028535142.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-2.1428571428571463,3.826530612244894,-2.1428571428571463,3.826530612244894,True,19180.0,20350.0,19180.0,20350.0,False,False,RETROSPECTIVE_PROXY,True,True,3.21425000877421,20.23038156947443,0.4161863045980972,0.23508254673969126,0.5336020779530158,-0.3530813851506874,1.0,primary,0.45
balanced,2025-01,2025-01-16,2025-01-17,298380,에이비엘바이오,KOSDAQ,False,True,32850.0,61402398750.0,1839185924369.748,10.606060606060597,0.5124439640357294,0.0368340943683409,0.8181818181818182,0.1818181818181818,0.7636363636363637,100.0,면역항암제,0.8125,1.0,1.0,123945853380.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,0.0,0.60882800608828,-3.34855403348554,-1.0654490106544956,True,32850.0,33050.0,31750.0,32500.0,False,False,RETROSPECTIVE_PROXY,True,True,3.619809625614509,-1.3289036544850474,-0.06790257198438365,-0.3877214784057549,0.4792067535304288,-0.7828023998583185,1.0,primary,-1.3654490106544956
balanced,2025-01,2025-01-17,2025-01-20,403870,HPSP,KOSDAQ,False,True,31850.0,119089347650.0,2621229921259.8423,10.782608695652174,0.3445177779596534,0.0854003139717425,0.9154929577464788,0.0845070422535211,0.8873239436619719,100.0,반도체 장비,0.7640449438202247,3.0,2.0,176970917905.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,2.0408163265306145,4.709576138147575,0.1569858712715754,2.354788069073788,True,32500.0,33350.0,31900.0,32600.0,False,False,RETROSPECTIVE_PROXY,True,True,2.950571072953733,10.364683301343568,-0.024138675631773323,-0.44882519173405266,0.47738704222292117,-0.8062636689901214,1.0,primary,1.7408163265306145
balanced,2025-01,2025-01-22,2025-01-23,000720,현대건설,KOSPI,False,True,28450.0,92717582700.0,3168075062656.6416,9.00383141762453,0.394352049747772,0.0816168717047451,1.0,0.0,0.8653846153846154,100.0,건설 대표주,1.0,1.0,1.0,17783293380.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,1.9332161687170448,7.557117750439368,1.7574692442882345,4.393673110720564,True,29000.0,30600.0,28950.0,29700.0,False,False,RETROSPECTIVE_PROXY,True,True,1.8032821908567742,0.9671179883945946,0.0882938726880724,-0.4719976831607513,0.40295947653910447,-0.6634015310832324,1.0,primary,1.6332161687170448
balanced,2025-01,2025-01-24,2025-01-31,267260,HD현대일렉트릭,KOSPI,False,True,445000.0,320733305000.0,16041003501400.56,8.935128518971847,0.8439791192525987,0.0898876404494382,0.8148148148148148,0.1851851851851851,0.5555555555555556,100.0,전력설비,0.7419354838709677,2.0,2.0,357923885912.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-7.303370786516849,-5.168539325842692,-10.561797752808989,-7.86516853932584,True,412500.0,422000.0,398000.0,410000.0,False,False,RETROSPECTIVE_PROXY,True,True,3.1912350808418504,6.51890482398958,-0.1928560256299268,-0.5392844136404807,0.4845788285610124,-0.8483087051561939,1.0,primary,-8.16516853932584
balanced,2025-01,2025-01-31,2025-02-03,000810,삼성화재,KOSPI,False,True,381500.0,103787456500.0,17033025565610.855,11.71303074670571,1.0528175065555765,0.0606815203145478,0.943661971830986,0.056338028169014,0.8873239436619719,100.0,손해보험,0.8333333333333334,1.0,2.0,38251248550.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-2.883355176933156,-1.7038007863695914,-3.931847968545221,-2.09698558322412,True,370500.0,375000.0,366500.0,373500.0,False,False,RETROSPECTIVE_PROXY,True,True,1.5347988171074032,-7.702702702702702,-0.019821955728605813,-0.5028608074521189,0.4932325622362989,-0.695504352230057,1.0,primary,-2.39698558322412
balanced,2025-02,2025-02-03,2025-02-04,035720,카카오,KOSPI,False,True,41800.0,615329105600.0,18517400000000.0,8.996088657105616,1.0051356060815675,0.0988995215311004,0.8617021276595744,0.1382978723404255,0.7340425531914894,100.0,AI 챗봇(챗GPT 등),0.6785714285714286,7.0,2.0,112612765930.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,1.9138755980861344,3.229665071770338,-3.827751196172247,-2.1531100478468845,True,42600.0,43150.0,40200.0,40900.0,False,False,RETROSPECTIVE_PROXY,True,True,2.2005152414876887,-0.5188067444876765,-0.2787181286589225,-0.8027701928219404,0.4506199605480524,-0.9699553216499827,1.0,primary,1.6138755980861343
